salesordernumber,orderdate,year,quarter,month,product,category,subcategory,color,standardcost,region,country,reseller,businesstype,salesperson,quantity,unitprice,sales,totalcost,profit
SO46932,2018-08-01,2018,3,8,"Mountain-200 Silver, 42",Bikes,Mountain Bikes,Silver,1117.86,Canada,Canada,Two-Wheeled Transit Company,Specialty Bike Shop,Jae Pak,1,1242.85,1242.85,1117.86,124.99
SO46935,2018-08-01,2018,3,8,"LL Road Frame - Red, 60",Components,Road Frames,Red,187.16,Canada,Canada,Retreat Inn,Value Added Reseller,Jae Pak,1,202.33,202.33,187.16,15.17
SO46935,2018-08-01,2018,3,8,"ML Road Frame-W - Yellow, 38",Components,Road Frames,Yellow,300.12,Canada,Canada,Retreat Inn,Value Added Reseller,Jae Pak,1,324.45,324.45,300.12,24.33
SO46938,2018-08-02,2018,3,8,HL Headset,Components,Headsets,NA,55.38,Canada,Canada,Mercantile Outlet,Warehouse,Jae Pak,1,74.84,74.84,55.38,19.46
SO46938,2018-08-02,2018,3,8,LL Mountain Handlebars,Components,Handlebars,NA,17.98,Canada,Canada,Mercantile Outlet,Warehouse,Jae Pak,1,24.29,24.29,17.98,6.31
SO46938,2018-08-02,2018,3,8,"ML Mountain Frame - Black, 38",Components,Mountain Frames,Black,185.82,Canada,Canada,Mercantile Outlet,Warehouse,Jae Pak,1,209.26,209.26,185.82,23.44
SO46945,2018-08-05,2018,3,8,HL Road Rear Wheel,Components,Wheels,Black,158.53,Canada,Canada,Non-Slip Pedal Company,Value Added Reseller,Jae Pak,1,214.24,214.24,158.53,55.71
SO46945,2018-08-05,2018,3,8,ML Road Rear Wheel,Components,Wheels,Black,122.27,Canada,Canada,Non-Slip Pedal Company,Value Added Reseller,Jae Pak,1,165.23,165.23,122.27,42.96
SO46946,2018-08-05,2018,3,8,HL Mountain Rear Wheel,Components,Wheels,Black,145.28,Canada,Canada,Economy Center,Specialty Bike Shop,Jae Pak,1,196.33,196.33,145.28,51.05
SO46949,2018-08-06,2018,3,8,"HL Road Frame - Red, 48",Components,Road Frames,Red,722.26,Canada,Canada,Professional Cyclists,Warehouse,Jae Pak,1,780.82,780.82,722.26,58.56
SO46949,2018-08-06,2018,3,8,"Road-250 Red, 48",Bikes,Road Bikes,Red,1518.79,Canada,Canada,Professional Cyclists,Warehouse,Jae Pak,1,1466.01,1466.01,1518.79,-52.78
SO46949,2018-08-06,2018,3,8,HL Road Rear Wheel,Components,Wheels,Black,158.53,Canada,Canada,Professional Cyclists,Warehouse,Jae Pak,1,214.24,214.24,158.53,55.71
SO46950,2018-08-06,2018,3,8,"LL Road Frame - Black, 52",Components,Road Frames,Black,170.14,Canada,Canada,Urban Sports Emporium,Specialty Bike Shop,Jae Pak,1,183.94,183.94,170.14,13.80
SO46950,2018-08-06,2018,3,8,"Long-Sleeve Logo Jersey, M",Clothing,Jerseys,Multi,29.08,Canada,Canada,Urban Sports Emporium,Specialty Bike Shop,Jae Pak,1,28.84,28.84,29.08,-0.24
SO46955,2018-08-07,2018,3,8,ML Mountain Rear Wheel,Components,Wheels,Black,104.80,Canada,Canada,Sixth Bike Store,Specialty Bike Shop,Jae Pak,1,141.62,141.62,104.80,36.82
SO46955,2018-08-07,2018,3,8,LL Mountain Front Wheel,Components,Wheels,Black,26.97,Canada,Canada,Sixth Bike Store,Specialty Bike Shop,Jae Pak,1,36.45,36.45,26.97,9.48
SO46955,2018-08-07,2018,3,8,LL Mountain Rear Wheel,Components,Wheels,Black,38.96,Canada,Canada,Sixth Bike Store,Specialty Bike Shop,Jae Pak,1,52.65,52.65,38.96,13.69
SO46959,2018-08-07,2018,3,8,"HL Road Frame - Red, 44",Components,Road Frames,Red,722.26,Canada,Canada,Tenth Bike Store,Value Added Reseller,Jae Pak,1,780.82,780.82,722.26,58.56
SO46959,2018-08-07,2018,3,8,"Men's Bib-Shorts, M",Clothing,Bib-Shorts,Multi,37.12,Canada,Canada,Tenth Bike Store,Value Added Reseller,Jae Pak,1,53.99,53.99,37.12,16.87
SO46975,2018-08-11,2018,3,8,ML Road Front Wheel,Components,Wheels,Black,110.28,Canada,Canada,Major Cycling,Warehouse,Jae Pak,1,149.03,149.03,110.28,38.75
SO46984,2018-08-14,2018,3,8,AWC Logo Cap,Clothing,Caps,Multi,5.23,Canada,Canada,Tire Exchange,Specialty Bike Shop,Jae Pak,1,5.19,5.19,5.23,-0.04
SO46984,2018-08-14,2018,3,8,"Full-Finger Gloves, S",Clothing,Gloves,Black,15.67,Canada,Canada,Tire Exchange,Specialty Bike Shop,Jae Pak,1,22.79,22.79,15.67,7.12
SO46984,2018-08-14,2018,3,8,"Mountain-200 Silver, 42",Bikes,Mountain Bikes,Silver,1117.86,Canada,Canada,Tire Exchange,Specialty Bike Shop,Jae Pak,1,1242.85,1242.85,1117.86,124.99
SO47000,2018-08-18,2018,3,8,HL Mountain Rear Wheel,Components,Wheels,Black,145.28,Canada,Canada,Scratch-Resistant Finishes Company,Specialty Bike Shop,Jae Pak,1,196.33,196.33,145.28,51.05
SO47000,2018-08-18,2018,3,8,"ML Mountain Frame - Black, 48",Components,Mountain Frames,Black,185.82,Canada,Canada,Scratch-Resistant Finishes Company,Specialty Bike Shop,Jae Pak,1,209.26,209.26,185.82,23.44
SO47000,2018-08-18,2018,3,8,ML Mountain Rear Wheel,Components,Wheels,Black,104.80,Canada,Canada,Scratch-Resistant Finishes Company,Specialty Bike Shop,Jae Pak,1,141.62,141.62,104.80,36.82
SO47003,2018-08-19,2018,3,8,LL Mountain Rear Wheel,Components,Wheels,Black,38.96,Canada,Canada,Standard Bikes,Specialty Bike Shop,Jae Pak,1,52.65,52.65,38.96,13.69
SO47003,2018-08-19,2018,3,8,"Sport-100 Helmet, Black",Accessories,Helmets,Black,13.88,Canada,Canada,Standard Bikes,Specialty Bike Shop,Jae Pak,1,20.19,20.19,13.88,6.31
SO47003,2018-08-19,2018,3,8,ML Mountain Rear Wheel,Components,Wheels,Black,104.80,Canada,Canada,Standard Bikes,Specialty Bike Shop,Jae Pak,1,141.62,141.62,104.80,36.82
SO47013,2018-08-21,2018,3,8,"Road-250 Black, 52",Bikes,Road Bikes,Black,1320.68,Canada,Canada,Finer Riding Supplies,Warehouse,Jae Pak,1,1308.94,1308.94,1320.68,-11.74
SO47013,2018-08-21,2018,3,8,"LL Road Frame - Red, 52",Components,Road Frames,Red,187.16,Canada,Canada,Finer Riding Supplies,Warehouse,Jae Pak,1,202.33,202.33,187.16,15.17
SO47017,2018-08-21,2018,3,8,HL Mountain Front Wheel,Components,Wheels,Black,133.30,Canada,Canada,Transportation Options,Value Added Reseller,Jae Pak,1,180.13,180.13,133.30,46.83
SO47031,2018-08-24,2018,3,8,"Full-Finger Gloves, S",Clothing,Gloves,Black,15.67,Canada,Canada,Twelfth Bike Store,Value Added Reseller,Jae Pak,1,22.79,22.79,15.67,7.12
SO47031,2018-08-24,2018,3,8,HL Mountain Handlebars,Components,Handlebars,NA,48.55,Canada,Canada,Twelfth Bike Store,Value Added Reseller,Jae Pak,1,65.60,65.60,48.55,17.05
SO47031,2018-08-24,2018,3,8,"HL Mountain Frame - Black, 42",Components,Mountain Frames,Black,653.70,Canada,Canada,Twelfth Bike Store,Value Added Reseller,Jae Pak,1,736.15,736.15,653.70,82.45
SO47031,2018-08-24,2018,3,8,"Sport-100 Helmet, Blue",Accessories,Helmets,Blue,13.88,Canada,Canada,Twelfth Bike Store,Value Added Reseller,Jae Pak,1,20.19,20.19,13.88,6.31
SO47047,2018-08-26,2018,3,8,"Mountain-200 Silver, 42",Bikes,Mountain Bikes,Silver,1117.86,Canada,Canada,Leisure Activities,Specialty Bike Shop,Jae Pak,1,1242.85,1242.85,1117.86,124.99
SO47047,2018-08-26,2018,3,8,"Mountain-200 Black, 38",Bikes,Mountain Bikes,Black,1105.81,Canada,Canada,Leisure Activities,Specialty Bike Shop,Jae Pak,1,1229.46,1229.46,1105.81,123.65
SO47047,2018-08-26,2018,3,8,ML Mountain Rear Wheel,Components,Wheels,Black,104.80,Canada,Canada,Leisure Activities,Specialty Bike Shop,Jae Pak,1,141.62,141.62,104.80,36.82
SO47047,2018-08-26,2018,3,8,HL Mountain Rear Wheel,Components,Wheels,Black,145.28,Canada,Canada,Leisure Activities,Specialty Bike Shop,Jae Pak,1,196.33,196.33,145.28,51.05
SO47047,2018-08-26,2018,3,8,"Full-Finger Gloves, S",Clothing,Gloves,Black,15.67,Canada,Canada,Leisure Activities,Specialty Bike Shop,Jae Pak,1,22.79,22.79,15.67,7.12
SO47047,2018-08-26,2018,3,8,"Mountain-200 Silver, 38",Bikes,Mountain Bikes,Silver,1117.86,Canada,Canada,Leisure Activities,Specialty Bike Shop,Jae Pak,1,1242.85,1242.85,1117.86,124.99
SO47354,2018-09-02,2018,3,9,"LL Road Frame - Black, 52",Components,Road Frames,Black,170.14,Canada,Canada,Sundry Sporting Goods,Value Added Reseller,Jae Pak,1,183.94,183.94,170.14,13.80
SO47354,2018-09-02,2018,3,9,"Long-Sleeve Logo Jersey, M",Clothing,Jerseys,Multi,29.08,Canada,Canada,Sundry Sporting Goods,Value Added Reseller,Jae Pak,1,28.84,28.84,29.08,-0.24
SO47354,2018-09-02,2018,3,9,"Road-250 Black, 48",Bikes,Road Bikes,Black,1320.68,Canada,Canada,Sundry Sporting Goods,Value Added Reseller,Jae Pak,1,1308.94,1308.94,1320.68,-11.74
SO47354,2018-09-02,2018,3,9,ML Road Front Wheel,Components,Wheels,Black,110.28,Canada,Canada,Sundry Sporting Goods,Value Added Reseller,Jae Pak,1,149.03,149.03,110.28,38.75
SO47354,2018-09-02,2018,3,9,HL Road Handlebars,Components,Handlebars,NA,48.55,Canada,Canada,Sundry Sporting Goods,Value Added Reseller,Jae Pak,1,65.60,65.60,48.55,17.05
SO47354,2018-09-02,2018,3,9,"ML Road Frame-W - Yellow, 38",Components,Road Frames,Yellow,300.12,Canada,Canada,Sundry Sporting Goods,Value Added Reseller,Jae Pak,1,324.45,324.45,300.12,24.33
SO47354,2018-09-02,2018,3,9,"Road-250 Red, 44",Bikes,Road Bikes,Red,1518.79,Canada,Canada,Sundry Sporting Goods,Value Added Reseller,Jae Pak,1,1466.01,1466.01,1518.79,-52.78
SO47354,2018-09-02,2018,3,9,HL Road Front Wheel,Components,Wheels,Black,146.55,Canada,Canada,Sundry Sporting Goods,Value Added Reseller,Jae Pak,1,198.04,198.04,146.55,51.49
SO47359,2018-09-03,2018,3,9,"Full-Finger Gloves, S",Clothing,Gloves,Black,15.67,Canada,Canada,Rapid Bikes,Warehouse,Jae Pak,1,22.79,22.79,15.67,7.12
SO47359,2018-09-03,2018,3,9,"Half-Finger Gloves, L",Clothing,Gloves,Black,9.71,Canada,Canada,Rapid Bikes,Warehouse,Jae Pak,1,14.13,14.13,9.71,4.42
SO47359,2018-09-03,2018,3,9,HL Mountain Handlebars,Components,Handlebars,NA,48.55,Canada,Canada,Rapid Bikes,Warehouse,Jae Pak,1,65.60,65.60,48.55,17.05
SO47359,2018-09-03,2018,3,9,LL Mountain Front Wheel,Components,Wheels,Black,26.97,Canada,Canada,Rapid Bikes,Warehouse,Jae Pak,1,36.45,36.45,26.97,9.48
SO47359,2018-09-03,2018,3,9,ML Mountain Front Wheel,Components,Wheels,Black,92.81,Canada,Canada,Rapid Bikes,Warehouse,Jae Pak,1,125.42,125.42,92.81,32.61
SO47359,2018-09-03,2018,3,9,LL Headset,Components,Headsets,NA,15.18,Canada,Canada,Rapid Bikes,Warehouse,Jae Pak,1,20.52,20.52,15.18,5.34
SO47359,2018-09-03,2018,3,9,"Mountain-300 Black, 38",Bikes,Mountain Bikes,Black,598.44,Canada,Canada,Rapid Bikes,Warehouse,Jae Pak,1,647.99,647.99,598.44,49.55
SO47362,2018-09-04,2018,3,9,"Full-Finger Gloves, S",Clothing,Gloves,Black,15.67,Canada,Canada,Greater Bike Store,Specialty Bike Shop,Jae Pak,1,22.79,22.79,15.67,7.12
SO47362,2018-09-04,2018,3,9,"ML Mountain Frame - Black, 48",Components,Mountain Frames,Black,185.82,Canada,Canada,Greater Bike Store,Specialty Bike Shop,Jae Pak,1,209.26,209.26,185.82,23.44
SO47362,2018-09-04,2018,3,9,"Mountain-200 Black, 38",Bikes,Mountain Bikes,Black,1105.81,Canada,Canada,Greater Bike Store,Specialty Bike Shop,Jae Pak,1,1229.46,1229.46,1105.81,123.65
SO47362,2018-09-04,2018,3,9,HL Mountain Rear Wheel,Components,Wheels,Black,145.28,Canada,Canada,Greater Bike Store,Specialty Bike Shop,Jae Pak,1,196.33,196.33,145.28,51.05
SO47365,2018-09-04,2018,3,9,LL Mountain Front Wheel,Components,Wheels,Black,26.97,Canada,Canada,Vigorous Exercise Company,Warehouse,Jae Pak,1,36.45,36.45,26.97,9.48
SO47365,2018-09-04,2018,3,9,"Half-Finger Gloves, S",Clothing,Gloves,Black,9.71,Canada,Canada,Vigorous Exercise Company,Warehouse,Jae Pak,1,14.13,14.13,9.71,4.42
SO47366,2018-09-05,2018,3,9,"Men's Sports Shorts, S",Clothing,Shorts,Black,24.75,Canada,Canada,Corner Bicycle Supply,Value Added Reseller,Jae Pak,1,35.99,35.99,24.75,11.24
SO47380,2018-09-08,2018,3,9,ML Mountain Handlebars,Components,Handlebars,NA,24.99,Canada,Canada,Valley Toy Store,Value Added Reseller,Jae Pak,1,33.77,33.77,24.99,8.78
SO47380,2018-09-08,2018,3,9,HL Mountain Rear Wheel,Components,Wheels,Black,145.28,Canada,Canada,Valley Toy Store,Value Added Reseller,Jae Pak,1,196.33,196.33,145.28,51.05
SO47380,2018-09-08,2018,3,9,"Mountain-200 Black, 38",Bikes,Mountain Bikes,Black,1105.81,Canada,Canada,Valley Toy Store,Value Added Reseller,Jae Pak,1,1229.46,1229.46,1105.81,123.65
SO47380,2018-09-08,2018,3,9,ML Mountain Front Wheel,Components,Wheels,Black,92.81,Canada,Canada,Valley Toy Store,Value Added Reseller,Jae Pak,1,125.42,125.42,92.81,32.61
SO47383,2018-09-09,2018,3,9,"Women's Tights, L",Clothing,Tights,Black,30.93,Canada,Canada,Remote Bicycle Specialists,Specialty Bike Shop,Jae Pak,1,44.99,44.99,30.93,14.06
SO47383,2018-09-09,2018,3,9,"Women's Tights, S",Clothing,Tights,Black,30.93,Canada,Canada,Remote Bicycle Specialists,Specialty Bike Shop,Jae Pak,1,44.99,44.99,30.93,14.06
SO47383,2018-09-09,2018,3,9,"LL Road Frame - Black, 52",Components,Road Frames,Black,170.14,Canada,Canada,Remote Bicycle Specialists,Specialty Bike Shop,Jae Pak,1,183.94,183.94,170.14,13.80
SO47383,2018-09-09,2018,3,9,"Sport-100 Helmet, Black",Accessories,Helmets,Black,13.88,Canada,Canada,Remote Bicycle Specialists,Specialty Bike Shop,Jae Pak,1,20.19,20.19,13.88,6.31
SO47383,2018-09-09,2018,3,9,AWC Logo Cap,Clothing,Caps,Multi,5.23,Canada,Canada,Remote Bicycle Specialists,Specialty Bike Shop,Jae Pak,1,5.19,5.19,5.23,-0.04
SO47390,2018-09-12,2018,3,9,"HL Road Frame - Black, 48",Components,Road Frames,Black,722.26,Canada,Canada,Our Sporting Goods Store,Warehouse,Jae Pak,1,780.82,780.82,722.26,58.56
SO47396,2018-09-13,2018,3,9,"Mountain-200 Black, 38",Bikes,Mountain Bikes,Black,1105.81,Canada,Canada,One Bike Company,Specialty Bike Shop,Jae Pak,1,1229.46,1229.46,1105.81,123.65
SO47398,2018-09-13,2018,3,9,"LL Road Frame - Black, 58",Components,Road Frames,Black,170.14,Canada,Canada,Active Life Toys,Value Added Reseller,Jae Pak,1,183.94,183.94,170.14,13.80
SO47398,2018-09-13,2018,3,9,"ML Road Frame-W - Yellow, 48",Components,Road Frames,Yellow,300.12,Canada,Canada,Active Life Toys,Value Added Reseller,Jae Pak,1,324.45,324.45,300.12,24.33
SO47398,2018-09-13,2018,3,9,"HL Road Frame - Red, 62",Components,Road Frames,Red,722.26,Canada,Canada,Active Life Toys,Value Added Reseller,Jae Pak,1,780.82,780.82,722.26,58.56
SO47398,2018-09-13,2018,3,9,"Road-550-W Yellow, 40",Bikes,Road Bikes,Yellow,605.65,Canada,Canada,Active Life Toys,Value Added Reseller,Jae Pak,1,600.26,600.26,605.65,-5.39
SO47398,2018-09-13,2018,3,9,HL Road Rear Wheel,Components,Wheels,Black,158.53,Canada,Canada,Active Life Toys,Value Added Reseller,Jae Pak,1,214.24,214.24,158.53,55.71
SO47398,2018-09-13,2018,3,9,"Women's Tights, S",Clothing,Tights,Black,30.93,Canada,Canada,Active Life Toys,Value Added Reseller,Jae Pak,1,44.99,44.99,30.93,14.06
SO47398,2018-09-13,2018,3,9,"ML Road Frame-W - Yellow, 38",Components,Road Frames,Yellow,300.12,Canada,Canada,Active Life Toys,Value Added Reseller,Jae Pak,1,324.45,324.45,300.12,24.33
SO47398,2018-09-13,2018,3,9,"Road-250 Red, 52",Bikes,Road Bikes,Red,1518.79,Canada,Canada,Active Life Toys,Value Added Reseller,Jae Pak,1,1466.01,1466.01,1518.79,-52.78
SO47398,2018-09-13,2018,3,9,LL Road Handlebars,Components,Handlebars,NA,17.98,Canada,Canada,Active Life Toys,Value Added Reseller,Jae Pak,1,24.29,24.29,17.98,6.31
SO47411,2018-09-16,2018,3,9,HL Mountain Handlebars,Components,Handlebars,NA,48.55,Canada,Canada,Rural Cycle Emporium,Value Added Reseller,Jae Pak,1,65.60,65.60,48.55,17.05
SO47411,2018-09-16,2018,3,9,LL Mountain Rear Wheel,Components,Wheels,Black,38.96,Canada,Canada,Rural Cycle Emporium,Value Added Reseller,Jae Pak,1,52.65,52.65,38.96,13.69
SO47411,2018-09-16,2018,3,9,"HL Mountain Frame - Silver, 38",Components,Mountain Frames,Silver,660.91,Canada,Canada,Rural Cycle Emporium,Value Added Reseller,Jae Pak,1,744.27,744.27,660.91,83.36
SO47412,2018-09-16,2018,3,9,"LL Road Frame - Red, 52",Components,Road Frames,Red,187.16,Canada,Canada,Price-Cutter Discount Bikes,Warehouse,Jae Pak,1,202.33,202.33,187.16,15.17
SO47415,2018-09-17,2018,3,9,"LL Road Frame - Red, 60",Components,Road Frames,Red,187.16,Canada,Canada,General Industries,Specialty Bike Shop,Jae Pak,1,202.33,202.33,187.16,15.17
SO47415,2018-09-17,2018,3,9,"Women's Tights, L",Clothing,Tights,Black,30.93,Canada,Canada,General Industries,Specialty Bike Shop,Jae Pak,1,44.99,44.99,30.93,14.06
SO47663,2018-10-02,2018,4,10,"LL Road Frame - Red, 62",Components,Road Frames,Red,187.16,Canada,Canada,"Health Spa, Limited",Warehouse,Jae Pak,1,202.33,202.33,187.16,15.17
SO47663,2018-10-02,2018,4,10,"ML Road Frame-W - Yellow, 40",Components,Road Frames,Yellow,300.12,Canada,Canada,"Health Spa, Limited",Warehouse,Jae Pak,1,324.45,324.45,300.12,24.33
SO47663,2018-10-02,2018,4,10,"LL Road Frame - Black, 44",Components,Road Frames,Black,170.14,Canada,Canada,"Health Spa, Limited",Warehouse,Jae Pak,1,183.94,183.94,170.14,13.80
SO47663,2018-10-02,2018,4,10,"Road-250 Black, 52",Bikes,Road Bikes,Black,1320.68,Canada,Canada,"Health Spa, Limited",Warehouse,Jae Pak,1,1308.94,1308.94,1320.68,-11.74
SO47663,2018-10-02,2018,4,10,"HL Road Frame - Black, 44",Components,Road Frames,Black,868.63,Canada,Canada,"Health Spa, Limited",Warehouse,Jae Pak,1,780.82,780.82,868.63,-87.81
SO47663,2018-10-02,2018,4,10,"Road-550-W Yellow, 40",Bikes,Road Bikes,Yellow,605.65,Canada,Canada,"Health Spa, Limited",Warehouse,Jae Pak,1,600.26,600.26,605.65,-5.39
SO47663,2018-10-02,2018,4,10,"LL Road Frame - Red, 60",Components,Road Frames,Red,187.16,Canada,Canada,"Health Spa, Limited",Warehouse,Jae Pak,1,202.33,202.33,187.16,15.17
SO47670,2018-10-04,2018,4,10,"Men's Bib-Shorts, M",Clothing,Bib-Shorts,Multi,37.12,Canada,Canada,Retail Mall,Warehouse,Jae Pak,1,53.99,53.99,37.12,16.87
SO47670,2018-10-04,2018,4,10,"Road-550-W Yellow, 42",Bikes,Road Bikes,Yellow,605.65,Canada,Canada,Retail Mall,Warehouse,Jae Pak,1,600.26,600.26,605.65,-5.39
SO47670,2018-10-04,2018,4,10,"HL Road Frame - Red, 44",Components,Road Frames,Red,722.26,Canada,Canada,Retail Mall,Warehouse,Jae Pak,1,780.82,780.82,722.26,58.56
SO47670,2018-10-04,2018,4,10,"Half-Finger Gloves, S",Clothing,Gloves,Black,9.71,Canada,Canada,Retail Mall,Warehouse,Jae Pak,1,14.13,14.13,9.71,4.42
SO47670,2018-10-04,2018,4,10,"Half-Finger Gloves, L",Clothing,Gloves,Black,9.71,Canada,Canada,Retail Mall,Warehouse,Jae Pak,1,14.13,14.13,9.71,4.42
SO47673,2018-10-04,2018,4,10,HL Mountain Front Wheel,Components,Wheels,Black,133.30,Canada,Canada,Red Bicycle Company,Value Added Reseller,Jae Pak,1,180.13,180.13,133.30,46.83
SO47673,2018-10-04,2018,4,10,"Full-Finger Gloves, S",Clothing,Gloves,Black,15.67,Canada,Canada,Red Bicycle Company,Value Added Reseller,Jae Pak,1,22.79,22.79,15.67,7.12
SO47673,2018-10-04,2018,4,10,HL Mountain Rear Wheel,Components,Wheels,Black,145.28,Canada,Canada,Red Bicycle Company,Value Added Reseller,Jae Pak,1,196.33,196.33,145.28,51.05
SO47673,2018-10-04,2018,4,10,"HL Mountain Frame - Silver, 38",Components,Mountain Frames,Silver,660.91,Canada,Canada,Red Bicycle Company,Value Added Reseller,Jae Pak,1,744.27,744.27,660.91,83.36
SO47673,2018-10-04,2018,4,10,LL Mountain Front Wheel,Components,Wheels,Black,26.97,Canada,Canada,Red Bicycle Company,Value Added Reseller,Jae Pak,1,36.45,36.45,26.97,9.48
SO47673,2018-10-04,2018,4,10,ML Mountain Handlebars,Components,Handlebars,NA,24.99,Canada,Canada,Red Bicycle Company,Value Added Reseller,Jae Pak,1,33.77,33.77,24.99,8.78
SO47696,2018-10-17,2018,4,10,"Mountain-300 Black, 40",Bikes,Mountain Bikes,Black,598.44,Canada,Canada,Leather Seat Factory,Warehouse,Jae Pak,1,647.99,647.99,598.44,49.55
SO47696,2018-10-17,2018,4,10,"HL Mountain Frame - Silver, 38",Components,Mountain Frames,Silver,660.91,Canada,Canada,Leather Seat Factory,Warehouse,Jae Pak,1,744.27,744.27,660.91,83.36
SO47696,2018-10-17,2018,4,10,"Mountain-200 Black, 42",Bikes,Mountain Bikes,Black,1105.81,Canada,Canada,Leather Seat Factory,Warehouse,Jae Pak,1,1229.46,1229.46,1105.81,123.65
SO47708,2018-10-23,2018,4,10,"Men's Sports Shorts, M",Clothing,Shorts,Black,24.75,Canada,Canada,Top Sports Supply,Warehouse,Jae Pak,1,35.99,35.99,24.75,11.24
SO47708,2018-10-23,2018,4,10,Minipump,Accessories,Pumps,NA,8.25,Canada,Canada,Top Sports Supply,Warehouse,Jae Pak,1,11.99,11.99,8.25,3.74
SO47708,2018-10-23,2018,4,10,"Mountain-200 Silver, 38",Bikes,Mountain Bikes,Silver,1117.86,Canada,Canada,Top Sports Supply,Warehouse,Jae Pak,1,1242.85,1242.85,1117.86,124.99
SO47708,2018-10-23,2018,4,10,"HL Mountain Frame - Silver, 42",Components,Mountain Frames,Silver,660.91,Canada,Canada,Top Sports Supply,Warehouse,Jae Pak,1,744.27,744.27,660.91,83.36
SO47709,2018-10-23,2018,4,10,"Mountain-200 Black, 38",Bikes,Mountain Bikes,Black,1105.81,Canada,Canada,Bikes for Kids and Adults,Specialty Bike Shop,Jae Pak,1,1229.46,1229.46,1105.81,123.65
SO47709,2018-10-23,2018,4,10,"Mountain-200 Silver, 42",Bikes,Mountain Bikes,Silver,1117.86,Canada,Canada,Bikes for Kids and Adults,Specialty Bike Shop,Jae Pak,1,1242.85,1242.85,1117.86,124.99
SO47964,2018-11-01,2018,4,11,Cable Lock,Accessories,Locks,NA,10.31,Canada,Canada,Retreat Inn,Value Added Reseller,Jae Pak,1,15.00,15.00,10.31,4.69
SO47964,2018-11-01,2018,4,11,"Road-250 Red, 44",Bikes,Road Bikes,Red,1518.79,Canada,Canada,Retreat Inn,Value Added Reseller,Jae Pak,1,1466.01,1466.01,1518.79,-52.78
SO47967,2018-11-02,2018,4,11,"HL Mountain Frame - Silver, 42",Components,Mountain Frames,Silver,660.91,Canada,Canada,Mercantile Outlet,Warehouse,Jae Pak,1,744.27,744.27,660.91,83.36
SO47967,2018-11-02,2018,4,11,LL Fork,Components,Forks,NA,65.81,Canada,Canada,Mercantile Outlet,Warehouse,Jae Pak,1,88.93,88.93,65.81,23.12
SO47967,2018-11-02,2018,4,11,HL Headset,Components,Headsets,NA,55.38,Canada,Canada,Mercantile Outlet,Warehouse,Jae Pak,1,74.84,74.84,55.38,19.46
SO47967,2018-11-02,2018,4,11,"HL Mountain Frame - Silver, 46",Components,Mountain Frames,Silver,660.91,Canada,Canada,Mercantile Outlet,Warehouse,Jae Pak,1,744.27,744.27,660.91,83.36
SO47967,2018-11-02,2018,4,11,"Mountain-200 Black, 46",Bikes,Mountain Bikes,Black,1105.81,Canada,Canada,Mercantile Outlet,Warehouse,Jae Pak,1,1229.46,1229.46,1105.81,123.65
SO47967,2018-11-02,2018,4,11,"Mountain-200 Silver, 38",Bikes,Mountain Bikes,Silver,1117.86,Canada,Canada,Mercantile Outlet,Warehouse,Jae Pak,1,1242.85,1242.85,1117.86,124.99
